Id,byte_file_size,asm_file_size
01azqd4InC7m9JpocGv5,5.0126953125,56.229886054992676
01IsoiSMh5gxyDYTl4CB,6.55615234375,13.999378204345703
01jsnpXSAlgw6aPeDxrU,4.60205078125,8.507784843444824
01kcPWA9K2BOxQeS5Rju,0.6796875,0.07818984985351562
01SuzwMJEIXsK7A8dQbl,0.43896484375,0.9967231750488281
02IOCvYEy8mjiuAQHax3,0.79296875,3.296968460083008
02JqQ7H3yEoD8viYWlmS,8.42529296875,17.073298454284668
02K5GMYITj7bBoAisEmD,0.97705078125,5.488951683044434
02mlBLHZTDFXGa7Nt6cr,0.5947265625,1.035177230834961
02MRILoE6rNhmt7FUi45,8.36865234375,83.63969802856445
02zcUmKV16Lya5xqnPGB,3.66748046875,36.02080726623535
03nJaQV6K2ObICUmyWoR,1.99658203125,5.214186668395996
04BfoQRA6XEshiNuI7pF,10.80419921875,0.21969318389892578
04cvLCVPqBMs6yn5xGlE,8.099609375,32.69917964935303
04EjIdbPV5e1XroFOpiN,0.849609375,4.243396759033203
04hSzLv5s2TDYPlcgpHB,0.43896484375,1.0104198455810547
04mcPSei852tgIKUwTJr,0.5947265625,1.1751222610473633
04QzZ3DVdPsEp9elLR65,10.80419921875,0.19665241241455078
04sJnMaORYc1SV5pKjrP,8.099609375,0.1599416732788086
05aiMRw13bYWqZ8OHvjl,7.03759765625,15.068774223327637
05EeG39MTRrI6VY21DPd,0.509765625,0.9354572296142578
05IXcWGxvnkto4sq17zZ,1.54345703125,9.741740226745605
05Kps4iFw8mOLJZQrb1H,7.36328125,74.23344230651855
05LHG8fR3iPn6agIo9z7,2.81787109375,6.637392044067383
05rJTUWYAKNegBk2wE8X,2.78955078125,12.703106880187988
065EZhxgbLRSHsB87uIF,7.97216796875,91.6215467453003
06aLOj8EUXMByS423sum,6.7685546875,15.06794548034668
06arUi9q3wHS2C8RZxeB,8.11376953125,0.1311197280883789
06KfrF7ltESna2ZHPVp5,8.099609375,0.17102622985839844
06osXqPUVM1HbvBGNncT,8.099609375,32.69774532318115
06QinlpeFIWj8qHc7Vys,1.48681640625,15.603231430053711
07ECKjDTyQLnabNoxrIH,4.814453125,51.42423152923584
07iSOIG2urUvsMl9E5Rn,8.04296875,15.226295471191406
07nrG1cLKUPxjOlWMFiV,10.80419921875,0.16237831115722656
08BX5Slp2I1FraZWbc6j,1.0478515625,4.519147872924805
09bfacpUzuBN5W3S8KTo,8.099609375,0.2601127624511719
09CPNMYyQjSguFrE8UOf,2.0107421875,21.660724639892578
09LXtWxm1EbK5uVqcQS3,5.05517578125,0.1694488525390625
09sXMJUHwQWVanrhzAoT,1.91162109375,3.401884078979492
0A32eTdBKayjCWhZqDOQ,4.154254913330078,36.71217060089111
0ACDbR5M3ZhBJajygTuf,5.4658203125,11.59067440032959
0AguvpOCcaf2myVDYFGb,1.17529296875,1.0594205856323242
